2025/03/20 08:32:39 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: Solving single objective optimization problem.
2025/03/20 08:32:39 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 1, Current best: nan, Global best: nan, Runtime: 0.19595 seconds
2025/03/20 08:32:42 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 15, Current best: nan, Global best: nan, Runtime: 0.18522 seconds
2025/03/20 08:32:42 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 16, Current best: nan, Global best: nan, Runtime: 0.17797 seconds
2025/03/20 08:32:42 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 17, Current best: nan, Global best: nan, Runtime: 0.17687 seconds
2025/03/20 08:32:42 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 18, Current best: nan, Global best: nan, Runtime: 0.17153 seconds
2025/03/20 08:32:43 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 19, Current best: nan, Global best: nan, Runtime: 0.17379 seconds
2025/03/20 08:32:43 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 20, Current best: nan, Global best: nan, Runtime: 0.17357 seconds
2025/03/20 08:32:43 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 21, Current best: nan, Global best: nan, Runtime: 0.17230 seconds
2025/03/20 08:32:43 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 22, Current best: nan, Global best: nan, Runtime: 0.17382 seconds
2025/03/20 08:32:43 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 23, Current best: nan, Global best: nan, Runtime: 0.17118 seconds
2025/03/20 08:32:43 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 24, Current best: nan, Global best: nan, Runtime: 0.17362 seconds
2025/03/20 08:32:44 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 25, Current best: nan, Global best: nan, Runtime: 0.16753 seconds
2025/03/20 08:32:44 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 26, Current best: nan, Global best: nan, Runtime: 0.17205 seconds
2025/03/20 08:32:44 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 27, Current best: nan, Global best: nan, Runtime: 0.16765 seconds
2025/03/20 08:32:44 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 28, Current best: nan, Global best: nan, Runtime: 0.17200 seconds
2025/03/20 08:32:44 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 29, Current best: nan, Global best: nan, Runtime: 0.17118 seconds
2025/03/20 08:32:44 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 30, Current best: nan, Global best: nan, Runtime: 0.17151 seconds
2025/03/20 08:32:45 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 31, Current best: nan, Global best: nan, Runtime: 0.17004 seconds
2025/03/20 08:32:45 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 32, Current best: nan, Global best: nan, Runtime: 0.17052 seconds
2025/03/20 08:32:45 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 33, Current best: nan, Global best: nan, Runtime: 0.16804 seconds
2025/03/20 08:32:45 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 34, Current best: nan, Global best: nan, Runtime: 0.17176 seconds
2025/03/20 08:32:45 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 35, Current best: nan, Global best: nan, Runtime: 0.17158 seconds
2025/03/20 08:32:46 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 36, Current best: nan, Global best: nan, Runtime: 0.16788 seconds
2025/03/20 08:32:46 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 37, Current best: nan, Global best: nan, Runtime: 0.17077 seconds
2025/03/20 08:32:46 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 38, Current best: nan, Global best: nan, Runtime: 0.17006 seconds
2025/03/20 08:32:46 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 39, Current best: nan, Global best: nan, Runtime: 0.16794 seconds
2025/03/20 08:32:46 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 40, Current best: nan, Global best: nan, Runtime: 0.17403 seconds
2025/03/20 08:32:46 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 41, Current best: nan, Global best: nan, Runtime: 0.17523 seconds
2025/03/20 08:32:47 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 42, Current best: nan, Global best: nan, Runtime: 0.17102 seconds
2025/03/20 08:32:47 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 43, Current best: nan, Global best: nan, Runtime: 0.16824 seconds
2025/03/20 08:32:47 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 44, Current best: nan, Global best: nan, Runtime: 0.16999 seconds
2025/03/20 08:32:47 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 45, Current best: nan, Global best: nan, Runtime: 0.16837 seconds
2025/03/20 08:32:47 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 46, Current best: nan, Global best: nan, Runtime: 0.16843 seconds
2025/03/20 08:32:47 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 47, Current best: nan, Global best: nan, Runtime: 0.16992 seconds
2025/03/20 08:32:48 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 48, Current best: nan, Global best: nan, Runtime: 0.17091 seconds
2025/03/20 08:32:48 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 49, Current best: nan, Global best: nan, Runtime: 0.17322 seconds
2025/03/20 08:32:48 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 50, Current best: nan, Global best: nan, Runtime: 0.17027 seconds
2025/03/20 08:32:48 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 51, Current best: nan, Global best: nan, Runtime: 0.17155 seconds
2025/03/20 08:32:48 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 52, Current best: nan, Global best: nan, Runtime: 0.17225 seconds
2025/03/20 08:32:48 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 53, Current best: nan, Global best: nan, Runtime: 0.16958 seconds
2025/03/20 08:32:49 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 54, Current best: nan, Global best: nan, Runtime: 0.17166 seconds
2025/03/20 08:32:49 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 55, Current best: nan, Global best: nan, Runtime: 0.16755 seconds
2025/03/20 08:32:49 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 56, Current best: nan, Global best: nan, Runtime: 0.17166 seconds
2025/03/20 08:32:49 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 57, Current best: nan, Global best: nan, Runtime: 0.16881 seconds
2025/03/20 08:32:49 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 58, Current best: nan, Global best: nan, Runtime: 0.16896 seconds
2025/03/20 08:32:49 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 59, Current best: nan, Global best: nan, Runtime: 0.16829 seconds
2025/03/20 08:32:50 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 60, Current best: nan, Global best: nan, Runtime: 0.17068 seconds
2025/03/20 08:32:50 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 61, Current best: nan, Global best: nan, Runtime: 0.17018 seconds
2025/03/20 08:32:50 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 62, Current best: nan, Global best: nan, Runtime: 0.16939 seconds
2025/03/20 08:32:50 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 63, Current best: nan, Global best: nan, Runtime: 0.16903 seconds
2025/03/20 08:32:50 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 64, Current best: nan, Global best: nan, Runtime: 0.22727 seconds
2025/03/20 08:32:51 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 65, Current best: nan, Global best: nan, Runtime: 0.22262 seconds
2025/03/20 08:32:51 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 66, Current best: nan, Global best: nan, Runtime: 0.23467 seconds
2025/03/20 08:32:51 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 67, Current best: nan, Global best: nan, Runtime: 0.21653 seconds
2025/03/20 08:32:51 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 68, Current best: nan, Global best: nan, Runtime: 0.21267 seconds
2025/03/20 08:32:51 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 69, Current best: nan, Global best: nan, Runtime: 0.20069 seconds
2025/03/20 08:32:52 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 70, Current best: nan, Global best: nan, Runtime: 0.19231 seconds
2025/03/20 08:32:52 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 71, Current best: nan, Global best: nan, Runtime: 0.20584 seconds
2025/03/20 08:32:52 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 72, Current best: nan, Global best: nan, Runtime: 0.22089 seconds
2025/03/20 08:32:52 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 73, Current best: nan, Global best: nan, Runtime: 0.22177 seconds
2025/03/20 08:32:52 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 74, Current best: nan, Global best: nan, Runtime: 0.22957 seconds
2025/03/20 08:32:53 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 75, Current best: nan, Global best: nan, Runtime: 0.21360 seconds
2025/03/20 08:32:53 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 76, Current best: nan, Global best: nan, Runtime: 0.22245 seconds
2025/03/20 08:32:53 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 77, Current best: nan, Global best: nan, Runtime: 0.22449 seconds
2025/03/20 08:32:54 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 78, Current best: nan, Global best: nan, Runtime: 0.34155 seconds
2025/03/20 08:32:54 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 79, Current best: nan, Global best: nan, Runtime: 0.22001 seconds
2025/03/20 08:32:54 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 80, Current best: nan, Global best: nan, Runtime: 0.19978 seconds
2025/03/20 08:32:54 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 81, Current best: nan, Global best: nan, Runtime: 0.22492 seconds
2025/03/20 08:32:54 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 82, Current best: nan, Global best: nan, Runtime: 0.27351 seconds
2025/03/20 08:32:55 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 83, Current best: nan, Global best: nan, Runtime: 0.23877 seconds
2025/03/20 08:32:55 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 84, Current best: nan, Global best: nan, Runtime: 0.19501 seconds
2025/03/20 08:32:55 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 85, Current best: nan, Global best: nan, Runtime: 0.17142 seconds
2025/03/20 08:32:55 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 86, Current best: nan, Global best: nan, Runtime: 0.22059 seconds
2025/03/20 08:32:55 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 87, Current best: nan, Global best: nan, Runtime: 0.22547 seconds
2025/03/20 08:32:56 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 88, Current best: nan, Global best: nan, Runtime: 0.25809 seconds
2025/03/20 08:32:56 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 89, Current best: nan, Global best: nan, Runtime: 0.21986 seconds
2025/03/20 08:32:56 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 90, Current best: nan, Global best: nan, Runtime: 0.20666 seconds
2025/03/20 08:32:56 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 91, Current best: nan, Global best: nan, Runtime: 0.16974 seconds
2025/03/20 08:32:57 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 92, Current best: nan, Global best: nan, Runtime: 0.17429 seconds
2025/03/20 08:32:57 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 93, Current best: nan, Global best: nan, Runtime: 0.17036 seconds
2025/03/20 08:32:57 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 94, Current best: nan, Global best: nan, Runtime: 0.17149 seconds
2025/03/20 08:32:57 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 95, Current best: nan, Global best: nan, Runtime: 0.17013 seconds
2025/03/20 08:32:57 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 96, Current best: nan, Global best: nan, Runtime: 0.17254 seconds
2025/03/20 08:32:57 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 97, Current best: nan, Global best: nan, Runtime: 0.19773 seconds
2025/03/20 08:32:58 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 98, Current best: nan, Global best: nan, Runtime: 0.17830 seconds
2025/03/20 08:32:58 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 99, Current best: nan, Global best: nan, Runtime: 0.17057 seconds
2025/03/20 08:32:58 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 100, Current best: nan, Global best: nan, Runtime: 0.17061 seconds
2025/03/20 08:32:58 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 101, Current best: nan, Global best: nan, Runtime: 0.16938 seconds
2025/03/20 08:32:58 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 102, Current best: nan, Global best: nan, Runtime: 0.16861 seconds
2025/03/20 08:32:58 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 103, Current best: nan, Global best: nan, Runtime: 0.16922 seconds
2025/03/20 08:32:59 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 104, Current best: nan, Global best: nan, Runtime: 0.16878 seconds
2025/03/20 08:32:59 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 105, Current best: nan, Global best: nan, Runtime: 0.20128 seconds
2025/03/20 08:32:59 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 106, Current best: nan, Global best: nan, Runtime: 0.19416 seconds
2025/03/20 08:32:59 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 107, Current best: nan, Global best: nan, Runtime: 0.17072 seconds
2025/03/20 08:32:59 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 108, Current best: nan, Global best: nan, Runtime: 0.17198 seconds
2025/03/20 08:33:00 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 109, Current best: nan, Global best: nan, Runtime: 0.17271 seconds
2025/03/20 08:33:00 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 110, Current best: nan, Global best: nan, Runtime: 0.17730 seconds
2025/03/20 08:33:00 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 111, Current best: nan, Global best: nan, Runtime: 0.17115 seconds
2025/03/20 08:33:00 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 112, Current best: nan, Global best: nan, Runtime: 0.16944 seconds
2025/03/20 08:33:00 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 113, Current best: nan, Global best: nan, Runtime: 0.16600 seconds
2025/03/20 08:33:00 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 114, Current best: nan, Global best: nan, Runtime: 0.16933 seconds
2025/03/20 08:33:01 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 115, Current best: nan, Global best: nan, Runtime: 0.17495 seconds
2025/03/20 08:33:01 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 116, Current best: nan, Global best: nan, Runtime: 0.17972 seconds
2025/03/20 08:33:01 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 117, Current best: nan, Global best: nan, Runtime: 0.17020 seconds
2025/03/20 08:33:01 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 118, Current best: nan, Global best: nan, Runtime: 0.16862 seconds
2025/03/20 08:33:01 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 119, Current best: nan, Global best: nan, Runtime: 0.17641 seconds
2025/03/20 08:33:01 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 120, Current best: nan, Global best: nan, Runtime: 0.19945 seconds
2025/03/20 08:33:02 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 121, Current best: nan, Global best: nan, Runtime: 0.20950 seconds
2025/03/20 08:33:02 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 122, Current best: nan, Global best: nan, Runtime: 0.18292 seconds
2025/03/20 08:33:02 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 123, Current best: nan, Global best: nan, Runtime: 0.17598 seconds
2025/03/20 08:33:02 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 124, Current best: nan, Global best: nan, Runtime: 0.17662 seconds
2025/03/20 08:33:02 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 125, Current best: nan, Global best: nan, Runtime: 0.20152 seconds
2025/03/20 08:33:03 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 126, Current best: nan, Global best: nan, Runtime: 0.17917 seconds
2025/03/20 08:33:03 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 127, Current best: nan, Global best: nan, Runtime: 0.17916 seconds
2025/03/20 08:33:03 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 128, Current best: nan, Global best: nan, Runtime: 0.17609 seconds
2025/03/20 08:33:03 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 129, Current best: nan, Global best: nan, Runtime: 0.18832 seconds
2025/03/20 08:33:03 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 130, Current best: nan, Global best: nan, Runtime: 0.27458 seconds
2025/03/20 08:33:04 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 131, Current best: nan, Global best: nan, Runtime: 0.19857 seconds
2025/03/20 08:33:04 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 132, Current best: nan, Global best: nan, Runtime: 0.21090 seconds
2025/03/20 08:33:04 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 133, Current best: nan, Global best: nan, Runtime: 0.19625 seconds
2025/03/20 08:33:04 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 134, Current best: nan, Global best: nan, Runtime: 0.18232 seconds
2025/03/20 08:33:04 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 135, Current best: nan, Global best: nan, Runtime: 0.25806 seconds
2025/03/20 08:33:05 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 136, Current best: nan, Global best: nan, Runtime: 0.33568 seconds
2025/03/20 08:33:05 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 137, Current best: nan, Global best: nan, Runtime: 0.17086 seconds
2025/03/20 08:33:05 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 138, Current best: nan, Global best: nan, Runtime: 0.35647 seconds
2025/03/20 08:33:06 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 139, Current best: nan, Global best: nan, Runtime: 0.33186 seconds
2025/03/20 08:33:06 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 140, Current best: nan, Global best: nan, Runtime: 0.23972 seconds
2025/03/20 08:33:06 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 141, Current best: nan, Global best: nan, Runtime: 0.21938 seconds
2025/03/20 08:33:06 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 142, Current best: nan, Global best: nan, Runtime: 0.36756 seconds
2025/03/20 08:33:07 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 143, Current best: nan, Global best: nan, Runtime: 0.29363 seconds
2025/03/20 08:33:07 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 144, Current best: nan, Global best: nan, Runtime: 0.21400 seconds
2025/03/20 08:33:07 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 145, Current best: nan, Global best: nan, Runtime: 0.21346 seconds
2025/03/20 08:33:08 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 146, Current best: nan, Global best: nan, Runtime: 0.44423 seconds
2025/03/20 08:33:08 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 147, Current best: nan, Global best: nan, Runtime: 0.39916 seconds
2025/03/20 08:33:08 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 148, Current best: nan, Global best: nan, Runtime: 0.24591 seconds
2025/03/20 08:33:08 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 149, Current best: nan, Global best: nan, Runtime: 0.22115 seconds
2025/03/20 08:33:09 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 150, Current best: nan, Global best: nan, Runtime: 0.22118 seconds
2025/03/20 08:33:09 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 151, Current best: nan, Global best: nan, Runtime: 0.22978 seconds
2025/03/20 08:33:09 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 152, Current best: nan, Global best: nan, Runtime: 0.21664 seconds
2025/03/20 08:33:09 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 153, Current best: nan, Global best: nan, Runtime: 0.22251 seconds
2025/03/20 08:33:10 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 154, Current best: nan, Global best: nan, Runtime: 0.21431 seconds
2025/03/20 08:33:10 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 155, Current best: nan, Global best: nan, Runtime: 0.21376 seconds
